,/JS,/AA,/OpenAction,/AcroForm,/RichMedia,/Launch,/EmbeddedFile,/XFA,/URI,/F,/GoToE,/Extends,/Annot,/Length,/Filter,/FlateDecode,/XObject,/Encrypt,/CreationDate,/Author,subject,/ModDate,html,Script,powershell.exe,cmd.exe,ascii_c,sys,root,reg,exe,http,domain,filepath,ascii,xml,dll,unescape,%u9090%u9090,getIcon,temptmp,eval,%appdata%,chunk,base64,mkdir,replace,fromCharCode,getAnnots,ip,xref_size,trailer_size,file_size,nof_stream,class
file_1352,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,2,0,1,2,0,0,0,0,0,0,1,0,1,3,5,0,0,1,0,0,0,2,0,0,0,0,2,1,0,3,0,0,2.117,12,1
file_1353,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,75.953,5,0
file_1354,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,9,9,9.404,9,1
file_1355,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,9,9,9.078,9,1
file_1356,0,0,0,1,0,0,0,0,0,0,0,0,0,1,9,4,2,0,2,2,1,1,1,2,0,0,0,0,0,0,1,2,6,12,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,32,77.856,24,0
file_1357,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.28,9,1
file_1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,2,1,1,1,2,0,0,0,0,0,0,1,2,7,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,17,17.48,12,0
file_1359,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,1,2,0,0,0,0,0,0,1,0,1,3,4,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1.992,8,1
file_1360,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,16.841,8,1
file_1361,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,9,9,9.246,9,1
file_1362,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,2,0,1,2,0,0,0,0,0,0,1,0,1,3,5,0,0,1,0,0,0,2,0,0,0,0,2,1,0,3,0,0,2.149,12,1
file_1363,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,5,2,0,2,2,1,1,1,2,0,0,0,0,0,0,1,2,6,15,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,35,83.988,30,0
file_1364,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,70.55,5,0
file_1365,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,15.52,8,1
file_1366,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.351,9,1
file_1367,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,11,11,8.21,9,1
file_1368,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,16.383,8,1
file_1369,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,11,11,8.155,9,1
file_1370,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,15.74,8,1
file_1371,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,17.198,7,1
file_1372,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,9,9,11.942,4,1
file_1373,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.937,2,1
file_1374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,2,1,1,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,26.478,5,0
file_1375,0,0,0,1,0,0,0,0,0,0,0,0,0,1,33,4,2,0,2,2,1,1,1,2,0,0,0,0,0,0,1,2,6,36,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,48,56,98.666,73,0
file_1376,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,78.044,5,0
file_1377,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,9,9,9.674,6,1
file_1378,0,0,0,1,0,0,0,0,0,0,0,0,0,1,35,5,2,0,2,2,1,1,1,2,0,0,0,0,0,0,1,2,6,38,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,58,104.881,75,0
file_1379,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,79.816,5,0
file_1380,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.26,9,1
file_1381,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.181,9,1
file_1382,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,77.333,5,0
file_1383,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,9,9,9.097,9,1
file_1384,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,4,2,0,2,2,1,1,1,2,0,0,0,0,0,0,1,2,6,16,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,36,79.753,33,0
file_1385,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,18,18,5.077,7,1
file_1386,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,4,2,0,2,2,1,1,1,2,0,0,0,0,0,0,1,2,6,16,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,36,95.058,34,0
file_1387,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,16.406,8,1
file_1388,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,81.596,5,0
file_1389,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.382,9,1
file_1390,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,12.353,4,1
file_1391,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,5,2,0,2,2,1,1,1,2,0,0,0,0,0,0,1,2,6,16,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28,36,84.242,31,0
file_1392,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,7.185,1,1
file_1393,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,12.263,2,1
file_1394,0,0,0,1,0,0,0,0,0,0,0,0,0,1,6,4,2,0,2,2,1,1,1,2,0,0,0,0,0,0,1,2,6,9,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,29,66.879,18,0
file_1395,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.248,9,1
file_1396,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.267,9,1
file_1397,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,16.319,8,1
file_1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,2,1,1,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,27.945,5,0
file_1399,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,17.179,8,1
file_1400,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,72.061,5,0
file_1401,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,5.115,2,1
file_1402,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,81.832,5,0
file_1403,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,10,16.387,8,1
file_1404,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,11,11,8.215,9,1
file_1405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,2,1,1,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,27.821,5,0
file_1406,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,16.775,8,1
file_1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,2,2,1,1,1,2,0,0,0,0,0,0,1,2,6,5,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,10,24.3,13,0
file_1408,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,11,11,8.109,9,1
file_1409,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,80.366,5,0
file_1410,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,9,9,4.764,8,1
file_1411,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,7.839,9,1
file_1412,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.064,9,1
file_1413,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,16.614,8,1
file_1414,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,73.721,5,0
file_1415,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,77.504,5,0
file_1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,2,1,1,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,24.035,5,0
file_1417,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,6.607,2,1
file_1418,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,12.452,4,1
file_1419,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,16.89,8,1
file_1420,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,11,11,8.248,9,1
file_1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,2,2,2,1,1,3,0,0,0,0,2,0,1,2,7,10,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,105,200,18.254,25,0
file_1422,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,74.118,5,0
file_1423,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,0,2,0,0,0,0,2,0,0,1,9,9,6.027,8,1
file_1424,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,9,9,9.8,9,1
file_1425,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16,6,2,0,2,2,1,1,1,2,0,0,0,0,0,0,1,2,6,19,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,39,96.439,38,0
file_1426,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.063,9,1
file_1427,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,16.058,8,1
file_1428,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,16.8,8,1
file_1429,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,15.559,8,1
file_1430,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,16.57,8,1
file_1431,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,2,0,1,2,0,0,0,0,0,0,1,0,1,3,5,0,0,1,0,0,0,2,0,0,0,0,2,1,0,3,0,0,2.148,12,1
file_1432,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.313,9,1
file_1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,2,2,1,1,1,2,0,0,0,0,0,0,1,2,7,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,17,17.54,11,0
file_1434,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,11,11,8.471,9,1
file_1435,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.319,8,1
file_1436,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,17.656,8,1
file_1437,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,9,9,9.544,9,1
file_1438,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,8.521,2,1
file_1439,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,0,1,2,3,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,3.03,6,1
file_1440,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,2,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.985,2,1
file_1441,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,88.546,5,0
file_1442,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,1,2,0,0,0,0,0,0,1,0,1,3,4,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1.907,8,1
file_1443,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,9,9,9.239,9,1
file_1444,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.084,9,1
file_1445,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,11,11,8.542,9,1
file_1446,2,0,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,1,0,0,0,2,0,0,0,0,2,0,1,1,9,9,9.739,9,1
file_1447,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,7.202,1,1
file_1448,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,81.065,5,0
file_1449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,0,2,2,4,1,1,4,0,0,0,0,2,0,1,2,7,14,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,122,234,26.826,38,0
file_1450,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,9,12.299,2,1
file_1451,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,16.787,8,1
file_1452,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,2,0,1,2,0,0,0,0,0,0,1,0,1,3,5,0,0,1,0,0,0,2,0,0,0,0,2,1,0,1,0,0,1.998,11,1
file_1453,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,9,9,12.323,4,1
file_1454,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,1,2,0,0,0,0,0,0,1,0,1,3,4,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,0,2.675,8,1
file_1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,2,1,1,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,22.585,4,0
file_1456,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,81.396,5,0
file_1457,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,17.428,8,1
file_1458,0,0,0,1,0,0,0,0,0,0,0,0,0,1,12,4,2,0,2,2,1,1,1,2,0,0,0,0,0,0,1,2,6,15,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,35,87.697,30,0
file_1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,2,1,1,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,32.192,5,0
file_1460,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,75.238,5,0
file_1461,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,11,11,7.994,9,1
file_1462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,2,1,1,1,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,27.388,5,0
file_1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,0,2,2,1,1,1,0,0,0,0,0,0,0,1,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,15,32.106,5,0
file_1464,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,17.128,8,1
file_1465,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,21,69.316,5,0
file_1466,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,15.689,8,1
file_1467,2,0,1,0,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,0,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,10,8.271,9,1
file_1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,2,2,1,1,2,0,0,0,0,0,0,1,2,7,6,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,25,21.042,14,0
